date,commit,benchmark,value,unit
2026-04-07T10:00:42Z,7eea4a0,1.1.0,,vfs_open_read_close,5374,cycles/op
2026-04-07T10:00:42Z,7eea4a0,1.1.0,,serial_putc,4885,cycles/op
2026-04-08T02:16:13Z,3c5ee37,1.11.0,,pmm_alloc_free,1260,cycles/op
2026-04-08T02:16:13Z,3c5ee37,1.11.0,,heap_32B,1405,cycles/op
2026-04-08T02:16:13Z,3c5ee37,1.11.0,,heap_256B,4626,cycles/op
2026-04-08T02:16:13Z,3c5ee37,1.11.0,,heap_4096B,54961,cycles/op
2026-04-08T02:16:13Z,3c5ee37,1.11.0,,memwrite_1MB,5620,Kcycles
2026-04-08T02:16:13Z,3c5ee37,1.11.0,,syscall_getpid,228,cycles/op
2026-04-08T02:16:13Z,3c5ee37,1.11.0,,syscall_getuid,807,cycles/op
2026-04-08T02:16:13Z,3c5ee37,1.11.0,,syscall_write1,7159,cycles/op
2026-04-08T02:16:13Z,3c5ee37,1.11.0,,vfs_open_read_close,6010,cycles/op
2026-04-08T02:16:13Z,3c5ee37,1.11.0,,serial_putc,6047,cycles/op
